argila;silte;areia;ds;ma;mi;c;elevation;soilslope;aspect;curvature;plancurve;profilecurve;tetas;umidade
22.54;25.61;51.85;0.90;0.1838;0.4754;1.01;376.91;20.30;110.34;1.0834;0.7592;-0.3242;10;0.1525
22.35;27.87;49.78;1.28;0.3596;0.1582;0.61;376.81;9.40;251.50;0.8362;0.2302;-0.6060;10;0.1761
17.97;32.80;49.23;1.51;0.2435;0.1870;1.25;372.34;21.04;135.02;0.1434;0.2336;0.0902;10;0.2363
18.24;34.21;47.55;1.46;0.2257;0.2247;0.80;370.15;4.07;187.33;0.1251;-0.0712;-0.1963;10;0.2421
15.07;29.33;55.60;1.38;0.3311;0.1499;0.49;373.99;11.44;249.57;-0.0458;0.4969;0.5427;10;0.1311
17.24;29.21;53.55;1.44;0.2507;0.2044;0.69;379.14;14.43;157.58;-0.6714;-0.2235;0.4479;10;0.1906
24.31;27.46;48.23;1.42;0.2522;0.2113;1.76;389.13;9.31;232.48;0.6470;0.2126;-0.4343;10;0.1856
11.93;29.48;58.59;1.52;0.2961;0.1313;0.46;376.99;6.26;139.88;0.4181;0.3730;-0.0451;10;0.1235
20.70;34.30;45.00;1.27;0.2851;0.2359;1.18;370.72;15.45;256.86;-0.1923;-0.3121;-0.1198;10;0.2898
17.67;25.33;56.99;1.39;0.3333;0.1435;0.92;380.17;11.36;287.33;0.3845;0.3159;-0.0687;10;0.1625
33.50;26.91;39.60;1.13;0.3621;0.2112;0.98;385.55;5.63;223.93;0.0580;0.0929;0.0349;10;0.3355
4.72;44.92;50.36;1.34;0.3128;0.1804;1.52;404.56;10.80;311.46;0.0153;-0.1975;-0.2128;10;0.2064
41.33;19.75;38.93;1.38;0.2107;0.2671;1.07;398.12;14.41;124.50;-0.0885;-0.4144;-0.3259;10;0.2326
24.11;34.35;41.54;1.28;0.2373;0.2811;1.32;385.69;14.86;98.13;-0.4456;-0.0369;0.4086;10;0.3104
16.33;31.15;52.52;1.43;0.2786;0.1807;0.35;377.05;14.58;158.39;-0.5280;-0.5721;-0.0441;10;0.1563
23.15;35.11;41.75;1.16;0.2812;0.2829;0.82;380.71;5.81;307.78;0.0153;-0.0111;-0.0264;10;0.2886
34.33;29.36;36.31;1.36;0.2501;0.2381;1.47;388.57;6.08;311.06;0.6775;0.5054;-0.1721;10;0.2441
22.99;27.50;49.51;1.37;0.2749;0.2088;0.94;391.23;9.59;171.32;0.1862;-0.4123;-0.5985;10;0.2001
25.87;22.98;51.15;1.33;0.3084;0.1889;0.82;392.20;9.26;124.00;0.5890;0.1598;-0.4292;10;0.2533
17.37;30.60;52.03;1.64;0.1762;0.2032;0.76;387.55;8.10;237.91;-0.0763;-0.0686;0.0077;10;0.1882
43.77;20.05;36.18;1.32;0.2123;0.2902;1.55;386.48;8.78;138.60;-1.1627;-0.5308;0.6319;10;0.2576
15.98;24.85;59.17;1.40;0.0623;0.3795;2.64;48.00;8.60;54.46;-1.9200;-0.6400;1.2800;33;0.3420
10.54;14.09;75.37;1.37;0.1161;0.3382;2.14;53.00;15.56;315.00;1.2800;0.8000;-0.4800;33;0.1381
21.99;32.06;45.95;1.66;0.0800;0.2742;2.38;64.00;5.10;258.69;0.6400;0.0000;-0.6400;33;0.1972
20.52;22.38;57.10;1.61;0.0515;0.3186;2.41;114.00;22.36;26.57;-1.2800;-0.9224;0.3576;33;0.2944
18.99;27.54;53.47;1.51;0.0693;0.3211;2.48;127.00;32.53;45.00;0.0000;-0.1600;-0.1600;33;0.2918
16.60;24.25;59.15;1.37;0.1347;0.3178;2.30;142.00;14.76;61.70;0.6400;0.0492;-0.5908;33;0.3288
17.94;22.06;60.00;1.39;0.1028;0.3054;2.56;183.00;24.70;58.24;0.0000;-0.4424;-0.4424;33;0.1424
15.26;20.64;64.10;1.36;0.2069;0.2602;2.31;169.00;14.42;326.31;0.6400;0.1969;-0.4431;33;0.2144
6.54;18.79;74.67;1.16;0.3092;0.2374;1.91;159.00;13.93;68.96;1.2800;0.5440;-0.7360;33;0.1175
11.98;22.39;65.63;1.67;0.1007;0.2570;1.99;122.00;17.26;10.01;0.6400;0.5271;-0.1129;33;0.1995
22.02;42.28;35.70;1.29;0.0726;0.3894;2.45;90.00;7.21;326.31;0.6400;0.5120;-0.1280;33;0.3258
18.37;17.37;64.27;1.51;0.1167;0.3035;2.20;103.00;19.85;310.91;1.9200;1.0240;-0.8960;33;0.2510
17.21;24.49;58.30;1.31;0.1392;0.3575;2.35;87.00;11.40;217.87;0.0000;0.1600;0.1600;33;0.2465
18.55;24.80;56.65;1.42;0.1302;0.3095;2.46;73.00;20.00;143.13;0.6400;0.7168;0.0768;33;0.2768
17.72;17.61;64.67;1.50;0.1647;0.2513;2.40;98.00;20.40;258.69;1.2800;0.6400;-0.6400;33;0.2186
18.18;19.56;62.27;1.43;0.1389;0.2976;2.59;78.00;11.40;127.87;0.0000;0.1600;0.1600;33;0.2272
26.50;13.00;60.50;1.63;0.1409;0.2497;2.50;98.00;22.36;63.43;0.0000;0.0188;0.0188;33;0.1985
13.56;19.31;67.13;1.35;0.2119;0.2676;2.21;109.00;19.85;40.91;0.6400;0.2560;-0.3840;33;0.2183
18.09;20.71;61.20;1.49;0.0958;0.3084;2.47;142.00;12.65;108.43;-1.2800;-0.6400;0.6400;33;0.2846
14.19;15.91;69.90;1.43;0.2247;0.2195;2.07;137.00;26.91;138.01;-0.6400;-0.2498;0.3902;33;0.1685
10.83;16.67;72.50;1.53;0.3078;0.0818;1.98;159.00;18.87;32.01;0.6400;0.1024;-0.5376;33;0.1647
16.38;14.22;69.40;1.55;0.1769;0.2367;2.29;178.00;16.49;194.04;-0.6400;-0.7529;-0.1129;33;0.1944
16.95;16.95;66.10;1.53;0.1718;0.2535;2.51;172.00;4.00;90.00;-0.6400;0.0000;0.6400;33;0.1911
27.42;11.68;60.90;1.43;0.2228;0.2357;2.61;183.00;6.32;251.57;0.0000;0.0000;0.0000;33;0.2251
19.12;18.21;62.67;1.44;0.2059;0.2387;2.48;160.00;32.28;343.81;0.0000;-0.0753;-0.0753;33;0.2644
24.20;20.23;55.57;1.08;0.2804;0.3022;3.07;136.00;22.36;349.70;-0.6400;-0.6227;0.0173;33;0.2796
6.94;1.49;91.57;1.39;0.3161;0.1587;2.00;96.00;3.16;198.43;-0.6400;0.0000;0.6400;33;0.1316
17.23;18.84;63.93;1.44;0.0609;0.3887;2.30;104.00;13.34;77.01;-1.2800;-0.7360;0.5440;33;0.2850
24.23;29.30;46.47;1.49;0.0234;0.4076;2.72;123.00;12.73;225.00;0.0000;-0.1600;-0.1600;33;0.3375
14.97;14.37;70.67;1.63;0.1432;0.2247;2.22;136.00;4.24;225.00;1.2800;0.8000;-0.4800;33;0.1908
21.11;19.99;58.90;1.35;0.1428;0.3329;2.49;121.00;18.11;186.34;-1.2800;-0.6400;0.6400;33;0.2715
14.09;13.55;72.37;1.28;0.2796;0.2221;2.26;122.00;12.65;251.57;0.0000;0.5120;0.5120;33;0.1821
16.43;14.77;68.80;1.50;0.0956;0.3175;2.08;136.00;13.93;111.04;-1.2800;-0.5440;0.7360;33;0.1482
15.63;28.07;56.30;1.33;0.1736;0.3089;2.71;131.00;12.65;198.43;-1.2800;-0.6400;0.6400;33;0.2410
21.37;24.80;53.83;1.64;0.1244;0.2524;2.31;160.00;33.14;174.81;-0.6400;-0.5908;0.0492;33;0.2626
24.70;28.13;47.17;1.20;0.1164;0.4269;2.51;127.00;17.49;300.96;0.0000;0.1280;0.1280;33;0.0601
9.29;10.31;80.40;1.06;0.2088;0.3633;2.31;110.00;7.21;123.69;-1.2800;-0.6400;0.6400;33;0.1731
16.36;20.27;63.37;1.42;0.2202;0.2290;2.61;134.00;29.12;74.05;-0.6400;0.1208;0.7608;33;0.1716
11.70;15.73;72.57;1.56;0.2396;0.1907;1.96;153.00;27.46;56.89;-1.2800;-0.7385;0.5415;33;0.2806
10.79;17.08;72.13;1.45;0.2454;0.2012;2.06;153.00;26.91;311.99;0.6400;0.8741;0.2341;33;0.1317
12.66;19.80;67.53;1.57;0.0897;0.3066;2.33;127.00;17.49;59.04;0.0000;-0.1280;-0.1280;33;0.2342
17.74;23.49;58.77;1.51;0.1080;0.3196;2.33;143.00;28.64;102.09;-0.6400;-0.0483;0.5917;33;0.3141
14.55;18.28;67.17;1.60;0.1909;0.2339;2.04;169.00;9.90;45.00;-1.2800;-0.4800;0.8000;33;0.2308
23.54;18.50;57.97;1.12;0.2443;0.3172;2.54;173.00;4.24;225.00;1.2800;0.8000;-0.4800;33;0.3281
13.86;20.14;66.00;1.44;0.1877;0.2678;2.16;191.00;17.72;163.61;-0.6400;-0.6776;-0.0376;33;0.1941
9.65;17.99;72.37;1.35;0.2047;0.2790;1.97;221.00;27.17;173.66;-1.2800;-0.5952;0.6848;33;0.2217
21.20;20.17;58.63;1.19;0.2849;0.2566;2.57;276.00;8.00;180.00;0.0000;0.0000;0.0000;33;0.2197
19.42;29.21;51.37;1.52;0.1059;0.3051;2.18;261.00;4.00;180.00;-0.6400;0.0000;0.6400;33;0.2765
8.27;10.70;81.03;1.48;0.3321;0.1218;1.91;257.00;13.42;26.57;1.2800;0.6400;-0.6400;33;0.1197
21.15;21.88;56.97;1.52;0.1555;0.3078;2.24;271.00;4.24;135.00;-1.2800;-0.4800;0.8000;33;0.2649
12.64;17.41;69.95;1.56;0.1297;0.2622;2.23;246.00;7.62;293.20;-0.6400;-0.6400;0.0000;33;0.2093
9.66;12.37;77.97;1.41;0.2757;0.1854;2.10;243.00;8.94;333.43;0.6400;0.7680;0.1280;33;0.1475
14.22;18.18;67.60;1.37;0.2999;0.1887;2.22;261.00;16.00;90.00;0.0000;0.0000;0.0000;33;0.1413
24.30;17.53;58.17;1.52;0.0562;0.3235;2.37;273.00;5.10;168.69;-0.6400;0.0000;0.6400;33;0.2697
24.38;16.36;59.27;1.55;0.1900;0.2102;2.21;269.00;5.83;210.96;-1.2800;-0.8000;0.4800;33;0.2236
20.46;18.24;61.30;1.46;0.1653;0.2920;2.17;262.00;15.62;39.81;-0.6400;-0.1969;0.4431;33;0.2554
16.30;21.02;62.68;1.23;0.2222;0.3153;2.23;279.00;3.16;198.43;1.9200;1.2800;-0.6400;33;0.3093
12.14;23.80;64.07;1.38;0.1573;0.2972;2.24;252.00;3.16;251.57;-0.6400;0.0000;0.6400;33;0.2654
19.07;28.23;52.70;1.64;0.0272;0.3294;1.96;243.00;4.24;315.00;-1.2800;-0.4800;0.8000;33;0.2848
14.18;16.89;68.93;1.48;0.2034;0.2118;2.16;243.00;0.00;-1.00;0.0000;0.0000;0.0000;33;0.1900
13.45;13.09;73.47;1.30;0.2685;0.2141;2.23;272.00;12.65;108.43;-1.2800;-0.8320;0.4480;33;0.1911
20.02;21.18;58.80;1.35;0.1433;0.3256;2.20;290.00;12.65;108.43;-1.2800;-0.4480;0.8320;33;0.3039
23.52;15.18;61.30;1.30;0.1746;0.2732;2.50;289.00;4.00;90.00;0.6400;0.0000;-0.6400;33;0.1680
13.96;12.54;73.50;1.55;0.2571;0.1787;2.12;281.00;5.10;258.69;1.9200;1.2800;-0.6400;33;0.1163
10.04;13.93;76.03;1.46;0.2408;0.1779;1.92;278.00;15.03;86.19;0.0000;0.0000;0.0000;33;0.1379
16.62;11.75;71.63;1.55;0.0085;0.3258;1.99;272.00;14.42;123.69;-1.9200;-1.3785;0.5415;33;0.3116
13.54;17.66;68.80;1.53;0.1084;0.2773;2.04;309.00;15.30;101.31;-0.6400;-0.6776;-0.0376;33;0.2426
14.68;15.72;69.60;1.56;0.1709;0.2441;2.01;314.00;7.07;8.13;0.0000;0.0000;0.0000;33;0.1919
15.35;15.25;69.40;1.46;0.1640;0.2597;2.30;305.00;6.32;341.57;1.2800;0.6400;-0.6400;33;0.1780
16.34;19.16;64.50;1.54;0.1006;0.2860;2.32;335.00;7.62;156.80;-0.6400;-0.6400;0.0000;33;0.1889
15.58;13.22;71.20;1.41;0.2420;0.2180;2.15;340.00;5.83;30.96;-1.2800;-0.8000;0.4800;33;0.1660
26.08;27.89;46.03;1.19;0.1637;0.3684;2.73;323.00;25.61;321.34;0.6400;0.2498;-0.3902;33;0.3090
23.19;11.21;65.60;1.44;0.2047;0.2232;2.51;327.00;14.00;0.00;1.9200;1.2800;-0.6400;33;0.1788
20.62;33.88;45.50;1.36;0.1191;0.3548;2.48;299.00;7.21;33.69;1.2800;0.6400;-0.6400;33;0.2946
26.27;22.80;50.93;1.41;0.0909;0.3534;2.48;333.00;4.00;180.00;-0.6400;0.0000;0.6400;33;0.3012
16.01;23.63;60.37;1.68;0.1257;0.2368;2.17;336.00;18.11;6.34;1.2800;0.5169;-0.7631;33;0.1821
8.29;16.41;75.30;1.47;0.2325;0.1981;2.01;330.00;17.89;63.43;-1.2800;-0.7680;0.5120;33;0.1197
26.31;24.66;49.03;1.14;0.1842;0.3482;3.20;350.00;22.63;135.00;0.0000;0.0000;0.0000;33;0.2829
18.75;20.68;60.57;1.42;0.1321;0.2937;2.12;372.00;16.97;45.00;1.2800;0.6400;-0.6400;33;0.2222
22.44;17.96;59.60;1.48;0.0832;0.3256;2.46;406.00;10.77;158.20;-1.2800;-0.6400;0.6400;33;0.2741
18.83;46.75;34.43;1.28;0.2707;0.2466;0.64;331.17;20.80;31.76;0.8148;0.2725;-0.5423;33;0.1587
10.61;32.52;56.87;1.48;0.3035;0.1378;0.24;331.11;20.79;329.40;-0.8362;-0.3855;0.4507;33;0.0966
20.61;26.87;52.52;1.73;0.1408;0.2079;0.38;339.91;5.09;211.62;1.8341;0.5663;-1.2678;33;0.1569
13.59;30.15;56.26;1.57;0.2185;0.1887;0.35;305.09;21.73;325.18;-0.3326;-0.0189;0.3138;33;0.1199
6.89;30.78;62.33;1.60;0.2356;0.1600;0.13;312.41;21.45;324.31;0.7202;0.2769;-0.4433;33;0.0896
8.33;29.32;62.35;1.66;0.2050;0.1675;0.22;316.27;20.75;359.86;0.1373;0.0221;-0.1152;33;0.1138
8.46;33.61;57.93;1.59;0.2336;0.1673;0.36;315.22;17.73;353.32;-0.9277;-0.7131;0.2146;33;0.1042
19.62;24.94;55.44;1.34;0.3031;0.1924;0.83;317.49;24.48;345.39;-1.2390;-0.1644;1.0746;33;0.1453
17.73;32.08;50.18;1.63;0.1246;0.2594;0.33;326.63;17.34;232.77;0.5127;0.2159;-0.2968;33;0.2086
22.66;27.18;50.16;1.67;0.1608;0.2094;0.51;343.78;10.46;124.33;-1.0010;-0.5211;0.4799;33;0.1797
35.43;27.71;36.85;0.81;0.4669;0.2285;1.30;325.82;20.10;198.77;1.1688;1.3637;0.1949;33;0.2218
29.62;29.87;40.51;0.90;0.4639;0.1962;1.67;320.68;21.51;179.71;0.2991;-0.2899;-0.5890;33;0.1986
22.00;26.74;51.26;1.32;0.3453;0.1569;0.93;327.14;29.00;229.02;0.8545;0.1746;-0.6799;33;0.1434
20.55;38.86;40.59;0.85;0.3106;0.3677;2.52;328.60;22.67;177.13;0.0519;-0.0240;0.0278;33;0.3012
12.85;26.23;60.92;1.26;0.2478;0.2759;1.31;323.35;16.98;153.60;0.4669;-0.3312;0.1357;33;0.2388
23.39;29.14;47.47;1.53;0.1620;0.2605;0.35;340.21;9.67;304.41;-0.5981;0.2494;-0.3488;33;0.1934
45.88;22.05;32.07;0.90;0.4401;0.2210;0.56;349.52;12.61;281.43;0.1526;-0.1920;-0.0394;33;0.1850
12.53;35.00;52.47;1.53;0.2564;0.1668;0.15;328.12;14.87;304.48;-0.0458;0.0891;0.0433;33;0.1041
16.63;49.17;34.19;1.49;0.2696;0.1694;0.46;327.37;29.28;215.12;0.1282;0.0749;0.2031;33;0.1173
18.05;21.74;60.21;1.38;0.3210;0.1597;1.30;340.61;33.57;252.59;-0.0214;0.0661;0.0448;33;0.1224
20.66;28.95;50.40;1.45;0.3036;0.1509;0.45;345.09;1.94;227.31;-0.4700;0.0571;-0.4129;33;0.1182
17.86;36.32;45.82;1.48;0.2554;0.1844;0.57;336.07;21.49;124.28;-1.6418;0.6390;-1.0029;33;0.1462
22.15;27.02;50.83;1.63;0.1831;0.2011;0.56;341.25;24.89;282.58;0.3387;-0.5328;-0.1941;33;0.1012
10.14;28.16;61.69;1.60;0.2109;0.1854;0.32;345.74;6.97;233.41;-0.5707;0.0850;-0.4857;33;0.1064
11.75;37.44;50.81;1.50;0.2838;0.1484;0.33;354.00;20.15;318.71;-0.2319;0.1254;0.3573;33;0.0926
20.98;25.52;53.50;1.60;0.1810;0.2143;0.82;328.71;19.17;111.87;0.2960;-0.2651;-0.5611;33;0.1397
6.55;27.72;65.73;1.48;0.3271;0.1144;0.37;319.21;27.22;246.86;-0.6134;0.2741;0.8875;33;0.0798
19.17;28.94;51.89;1.42;0.3075;0.1550;1.26;333.56;14.14;260.51;-2.3102;-2.0015;0.3087;33;0.1328
18.40;31.53;50.07;1.37;0.2936;0.1907;0.74;352.88;22.89;301.62;1.3214;-0.4347;-1.7561;33;0.1258
13.45;36.71;49.84;1.37;0.3241;0.1602;0.84;353.85;22.22;157.78;-0.2258;-0.3448;-0.1189;33;0.1094
12.57;25.92;61.51;1.51;0.2676;0.1643;1.08;344.49;18.65;197.43;-1.0345;-1.0230;0.0115;33;0.1132
27.32;27.62;45.06;1.63;0.1540;0.2319;1.10;342.76;18.53;309.31;-0.4395;-0.5117;-0.0722;33;0.1818
29.48;25.83;44.69;1.53;0.1789;0.2456;1.24;358.40;13.78;319.76;0.6012;0.0581;-0.5431;33;0.1977
35.42;21.79;42.79;1.36;0.2638;0.2237;1.12;364.34;6.40;206.76;0.4181;0.2906;-0.1275;33;0.1951
29.56;22.47;47.97;1.39;0.2396;0.2352;1.34;338.29;17.47;121.32;0.0183;-0.1526;-0.1709;33;0.1613
18.37;32.43;49.20;1.22;0.3643;0.1767;0.74;335.16;38.85;301.56;-0.7751;-0.1889;0.5862;33;0.1349
13.60;29.90;56.50;1.56;0.2619;0.1496;0.89;357.99;20.99;331.58;0.2075;0.0227;-0.1849;33;0.1124
24.29;27.78;47.93;1.41;0.2808;0.1867;0.58;361.98;7.24;162.79;0.5310;0.2764;-0.2546;33;0.1581
19.30;30.56;50.13;1.03;0.5370;0.0730;1.63;362.17;20.46;155.97;4.0161;2.5999;-1.4162;33;0.0875
20.65;31.26;48.10;1.40;0.2470;0.2257;0.31;350.58;6.37;113.77;-0.7355;-0.6372;0.0982;33;0.1654
17.80;42.13;40.07;1.27;0.3443;0.1754;0.13;347.67;14.72;222.48;-0.2289;0.1785;0.4074;33;0.1409
31.27;23.32;45.41;1.44;0.2698;0.1871;0.73;356.77;10.42;247.64;3.2501;1.9910;-1.2591;33;0.1472
22.17;27.28;50.55;1.55;0.2103;0.2059;0.39;361.64;11.68;250.84;0.0153;-0.0420;-0.0573;33;0.1962
23.65;28.86;47.49;1.33;0.2630;0.2358;0.61;353.32;13.65;211.03;1.3336;0.5413;-0.7923;33;0.1734
29.33;26.78;43.89;0.96;0.4214;0.2169;1.40;344.44;36.47;152.97;0.0916;0.1127;0.0212;33;0.1809
24.21;38.10;37.69;1.06;0.3190;0.2824;0.93;344.43;20.68;180.83;-0.1343;-0.3848;-0.2505;33;0.2208
13.83;31.61;54.56;1.42;0.2912;0.1715;0.69;359.62;22.60;275.74;0.1923;-0.3965;-0.5888;33;0.1040
29.31;27.08;43.61;1.44;0.1554;0.3014;0.69;365.37;4.12;145.16;0.3204;0.0811;-0.2394;33;0.2206
28.84;30.19;40.96;1.38;0.1280;0.3524;1.54;358.43;17.12;135.47;-0.2563;-0.2688;-0.0124;33;0.2415
23.43;25.43;51.14;1.31;0.2719;0.2332;0.81;358.39;16.54;231.46;0.3418;-0.1550;-0.4968;33;0.1573
30.49;31.15;38.36;1.39;0.2388;0.2353;1.68;357.29;8.46;180.78;-0.3357;-0.3182;0.0175;33;0.0800
22.17;20.96;56.87;1.62;0.1495;0.2405;0.54;362.89;8.47;251.07;0.1404;-0.0349;-0.1752;33;0.1640
23.36;28.67;47.96;1.05;0.3703;0.2348;1.78;358.95;21.46;159.62;0.0427;0.1470;0.1042;33;0.1570
21.92;35.25;42.83;1.03;0.3801;0.2294;2.66;352.87;9.65;151.35;-0.1251;0.0120;0.1371;33;0.1493
19.92;25.19;54.89;1.37;0.3168;0.1677;0.40;366.95;12.76;253.77;0.0031;-0.0084;-0.0114;33;0.1252
42.92;21.03;36.05;1.16;0.3553;0.2057;1.43;367.72;17.46;109.20;-0.0763;0.3949;0.4712;33;0.1587
21.50;30.51;47.99;1.32;0.3004;0.2032;0.81;369.62;14.53;200.98;0.2991;0.1288;-0.1703;33;0.1617
19.53;28.29;52.18;0.96;0.4960;0.1426;0.58;368.15;11.08;144.47;-0.4822;0.0129;0.4950;33;0.1460
21.87;30.84;47.30;1.43;0.2333;0.2289;0.73;365.09;9.90;197.96;-0.3845;-0.4261;-0.0416;33;0.4128
18.29;50.96;30.75;1.45;0.2837;0.1703;0.96;376.02;4.96;177.23;0.7782;0.6994;-0.0788;33;0.1207
26.98;30.94;42.08;1.18;0.3486;0.2075;1.35;362.08;26.42;101.12;-0.0671;-0.0023;0.0648;33;0.2010
16.24;24.09;59.67;1.26;0.3399;0.1852;1.51;357.58;19.45;200.96;0.1221;0.5861;0.4641;33;0.1118
14.40;27.40;58.20;1.40;0.3145;0.1569;0.98;362.62;28.97;283.05;0.0458;-0.1030;-0.1488;33;0.1035
22.54;25.61;51.85;0.90;0.1838;0.4754;1.01;376.91;20.30;110.34;1.0834;0.7592;-0.3242;33;0.1121
22.35;27.87;49.78;1.28;0.3596;0.1582;0.61;376.81;9.40;251.50;0.8362;0.2302;-0.6060;33;0.1234
17.97;32.80;49.23;1.51;0.2435;0.1870;1.25;372.34;21.04;135.02;0.1434;0.2336;0.0902;33;0.1689
18.24;34.21;47.55;1.46;0.2257;0.2247;0.80;370.15;4.07;187.33;0.1251;-0.0712;-0.1963;33;0.1902
15.07;29.33;55.60;1.38;0.3311;0.1499;0.49;373.99;11.44;249.57;-0.0458;0.4969;0.5427;33;0.0870
17.24;29.21;53.55;1.44;0.2507;0.2044;0.69;379.14;14.43;157.58;-0.6714;-0.2235;0.4479;33;0.1403
24.31;27.46;48.23;1.42;0.2522;0.2113;1.76;389.13;9.31;232.48;0.6470;0.2126;-0.4343;33;0.1377
11.93;29.48;58.59;1.52;0.2961;0.1313;0.46;376.99;6.26;139.88;0.4181;0.3730;-0.0451;33;0.0866
20.70;34.30;45.00;1.27;0.2851;0.2359;1.18;370.72;15.45;256.86;-0.1923;-0.3121;-0.1198;33;0.2192
17.67;25.33;56.99;1.39;0.3333;0.1435;0.92;380.17;11.36;287.33;0.3845;0.3159;-0.0687;33;0.1133
33.50;26.91;39.60;1.13;0.3621;0.2112;0.98;385.55;5.63;223.93;0.0580;0.0929;0.0349;33;0.2684
4.72;44.92;50.36;1.34;0.3128;0.1804;1.52;404.56;10.80;311.46;0.0153;-0.1975;-0.2128;33;0.1566
41.33;19.75;38.93;1.38;0.2107;0.2671;1.07;398.12;14.41;124.50;-0.0885;-0.4144;-0.3259;33;0.1841
24.11;34.35;41.54;1.28;0.2373;0.2811;1.32;385.69;14.86;98.13;-0.4456;-0.0369;0.4086;33;0.2489
16.33;31.15;52.52;1.43;0.2786;0.1807;0.35;377.05;14.58;158.39;-0.5280;-0.5721;-0.0441;33;0.1062
23.15;35.11;41.75;1.16;0.2812;0.2829;0.82;380.71;5.81;307.78;0.0153;-0.0111;-0.0264;33;0.2159
34.33;29.36;36.31;1.36;0.2501;0.2381;1.47;388.57;6.08;311.06;0.6775;0.5054;-0.1721;33;0.1662
22.99;27.50;49.51;1.37;0.2749;0.2088;0.94;391.23;9.59;171.32;0.1862;-0.4123;-0.5985;33;0.1394
25.87;22.98;51.15;1.33;0.3084;0.1889;0.82;392.20;9.26;124.00;0.5890;0.1598;-0.4292;33;0.1986
17.37;30.60;52.03;1.64;0.1762;0.2032;0.76;387.55;8.10;237.91;-0.0763;-0.0686;0.0077;33;0.1403
43.77;20.05;36.18;1.32;0.2123;0.2902;1.55;386.48;8.78;138.60;-1.1627;-0.5308;0.6319;33;0.1914
15.98;24.85;59.17;1.40;0.0623;0.3795;2.64;48.00;8.60;54.46;-1.9200;-0.6400;1.2800;100;0.2934
10.54;14.09;75.37;1.37;0.1161;0.3382;2.14;53.00;15.56;315.00;1.2800;0.8000;-0.4800;100;0.1014
21.99;32.06;45.95;1.66;0.0800;0.2742;2.38;64.00;5.10;258.69;0.6400;0.0000;-0.6400;100;0.1661
20.52;22.38;57.10;1.61;0.0515;0.3186;2.41;114.00;22.36;26.57;-1.2800;-0.9224;0.3576;100;0.2597
18.99;27.54;53.47;1.51;0.0693;0.3211;2.48;127.00;32.53;45.00;0.0000;-0.1600;-0.1600;100;0.2564
16.60;24.25;59.15;1.37;0.1347;0.3178;2.30;142.00;14.76;61.70;0.6400;0.0492;-0.5908;100;0.2907
17.94;22.06;60.00;1.39;0.1028;0.3054;2.56;183.00;24.70;58.24;0.0000;-0.4424;-0.4424;100;0.1275
15.26;20.64;64.10;1.36;0.2069;0.2602;2.31;169.00;14.42;326.31;0.6400;0.1969;-0.4431;100;0.1716
6.54;18.79;74.67;1.16;0.3092;0.2374;1.91;159.00;13.93;68.96;1.2800;0.5440;-0.7360;100;0.0872
11.98;22.39;65.63;1.67;0.1007;0.2570;1.99;122.00;17.26;10.01;0.6400;0.5271;-0.1129;100;0.1771
22.02;42.28;35.70;1.29;0.0726;0.3894;2.45;90.00;7.21;326.31;0.6400;0.5120;-0.1280;100;0.2980
18.37;17.37;64.27;1.51;0.1167;0.3035;2.20;103.00;19.85;310.91;1.9200;1.0240;-0.8960;100;0.2215
17.21;24.49;58.30;1.31;0.1392;0.3575;2.35;87.00;11.40;217.87;0.0000;0.1600;0.1600;100;0.2163
18.55;24.80;56.65;1.42;0.1302;0.3095;2.46;73.00;20.00;143.13;0.6400;0.7168;0.0768;100;0.2396
17.72;17.61;64.67;1.50;0.1647;0.2513;2.40;98.00;20.40;258.69;1.2800;0.6400;-0.6400;100;0.1952
18.18;19.56;62.27;1.43;0.1389;0.2976;2.59;78.00;11.40;127.87;0.0000;0.1600;0.1600;100;0.2118
26.50;13.00;60.50;1.63;0.1409;0.2497;2.50;98.00;22.36;63.43;0.0000;0.0188;0.0188;100;0.1758
13.56;19.31;67.13;1.35;0.2119;0.2676;2.21;109.00;19.85;40.91;0.6400;0.2560;-0.3840;100;0.1876
18.09;20.71;61.20;1.49;0.0958;0.3084;2.47;142.00;12.65;108.43;-1.2800;-0.6400;0.6400;100;0.2556
14.19;15.91;69.90;1.43;0.2247;0.2195;2.07;137.00;26.91;138.01;-0.6400;-0.2498;0.3902;100;0.1488
10.83;16.67;72.50;1.53;0.3078;0.0818;1.98;159.00;18.87;32.01;0.6400;0.1024;-0.5376;100;0.1420
16.38;14.22;69.40;1.55;0.1769;0.2367;2.29;178.00;16.49;194.04;-0.6400;-0.7529;-0.1129;100;0.1724
16.95;16.95;66.10;1.53;0.1718;0.2535;2.51;172.00;4.00;90.00;-0.6400;0.0000;0.6400;100;0.1764
27.42;11.68;60.90;1.43;0.2228;0.2357;2.61;183.00;6.32;251.57;0.0000;0.0000;0.0000;100;0.2020
19.12;18.21;62.67;1.44;0.2059;0.2387;2.48;160.00;32.28;343.81;0.0000;-0.0753;-0.0753;100;0.2347
24.20;20.23;55.57;1.08;0.2804;0.3022;3.07;136.00;22.36;349.70;-0.6400;-0.6227;0.0173;100;0.2549
6.94;1.49;91.57;1.39;0.3161;0.1587;2.00;96.00;3.16;198.43;-0.6400;0.0000;0.6400;100;0.1212
17.23;18.84;63.93;1.44;0.0609;0.3887;2.30;104.00;13.34;77.01;-1.2800;-0.7360;0.5440;100;0.2598
